,report_received_date,nhtsa_id,recall_link,manufacturer,subject,component,mfr_campaign_number,recall_type,potentially_affected,defect_summary,consequence_summary,corrective_action,fire_risk_when_parked,do_not_drive,completion_rate
1849,2022-02,22V106000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V106000', 'description': 'Go to Recall'}",Temsa,Fuel Tubes May Crack and Leak Fuel,"FUEL SYSTEM, DIESEL",NR (Not Reported),Vehicle,7,"Temsa (Temsa) is recalling certain 2020 TS45 motorcoaches equipped with certain Cummins X12 diesel engines.  The fuel tubes between the fuel rail and the injectors for cylinders four, five, and six may fatigue and crack, which can result in a high pressure fuel leak.",A high pressure fuel leak in the presence of an ignition source can increase the risk of a fire.,"On engines with 75 miles or less, dealers will install vibration isolators to the fuel tubes.  Engines with more than 75 miles will receive new fuel tubes with vibration isolators, free of charge.  The manufacturer has not yet provided a schedule for recall notification.  Owners may contact Temsa's customer service at 1-833-628-3672.",No,No,57.14
1850,2022-02,22V110000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V110000', 'description': 'Go to Recall'}","Yamaha Motor Corporation, USA",Grip May Break and Restrict Throttle Control,VEHICLE SPEED CONTROL,990156,Vehicle,453,"Yamaha Motor Corporation, USA (Yamaha) is recalling certain 2021 Tracer 9 GT (MTT9GT) motorcycles.  The throttle grip may break if used to pull up a motorcycle fallen on its side.","A broken throttle grip may restrict throttle movement or cause a loss of throttle control, increasing the risk of a crash.","Owners should not operate their motorcycle, other than to take it to a dealer, until the remedy is performed.  Dealers will replace the grip end and if necessary, the throttle grip assembly, free of charge.  Owner notification letters were mailed on March 17, 2022.  Owners may contact Yamaha customer service at 1-866-894-1626.  Yamaha's number for this recall is 990156.",No,Yes,75.5
1851,2022-02,22V109000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V109000', 'description': 'Go to Recall'}",Ford Motor Company,Engine Damage May Cause Stall or Fire,ENGINE AND ENGINE COOLING,22S10,Vehicle,155,"Ford Motor Company (Ford) is recalling certain 2021 Escape Hybrid vehicles.  The engine crankshaft may have been manufactured incorrectly, which can result in engine damage.","Engine damage can cause a vehicle stall or fire, increasing the risk of a crash or injury.","Dealers will inspect the crankshaft and replace the engine, as necessary, free of charge.  Interim letters notifying owners of the safety risk are expected to be mailed March 2, 2022.  Owner notification letters were mailed on March 21, 2022.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 22S10.",No,No,70.97
1852,2022-02,22V111000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V111000', 'description': 'Go to Recall'}","Nissan North America, Inc.",Second-Row Seat Track Missing Bolt/FMVSS 210,SEATS,PC867 PC868,Vehicle,21,"Nissan North America, Inc. (Nissan) is recalling certain 2022 INFINITI QX60 and Nissan Pathfinder vehicles.  The second-row seat track may be missing a mounting bolt.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 210, ""Seat Belt Assembly Anchorages.""","A missing mounting bolt may allow the seat track to move during a crash, increasing the risk of injury.","Dealers will inspect the second-row seat track and install a new mounting bolt as necessary, free of charge.  Owner notification letters were mailed April 13, 2022.  Owners may contact Nissan customer service at 1-800-867-7669.  Nissan's numbers for this recall are PC867 and PC868.",No,No,100
1853,2022-02,22V107000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V107000', 'description': 'Go to Recall'}",Toyota Motor Engineering & Manufacturing,Pre-Collision System May Be Inoperative,FORWARD COLLISION AVOIDANCE,22TA02,Vehicle,36558,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2021 C-HR vehicles.  The radar sensor may not have been activated during production, making the pre-collision system (PCS) inoperative.","An inoperative PCS that does not provide a malfunction indicator to the driver, or braking assist as expected, can increase the risk of a crash.","Dealers will inspect and activate the radar sensor as necessary, free of charge.  Owner notification letters were mailed April 22, 2022.  Owners may contact Toyota customer service at 1-800-331-4331.  Toyota's number for this recall is 22TA02.",No,No,88.47
1854,2022-02,22E014000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22E014000', 'description': 'Go to Recall'}",SAF-Holland,Insufficient Lubricant in Wheel Hub,WHEELS,P047,Equipment,7040,"SAF-Holland is recalling certain ULX40 trailer axles, part number 1004300026950.  The wheel end hubs on these axles may have insufficient lubrication levels, which could cause the hub bearings to fail.","Hub bearing failure could cause the wheel hub assembly to detach, causing a loss of stability and control, and create a road hazard, increasing the risk of a crash.","SAF-Holland will provide instructions to owners, to inspect the wheel hubs and add the proper amount of lubricant as necessary, free of charge.  Owner notification letters were mailed April 25, 2022.  Owners may contact SAF-Holland customer service at 1-888-396-6501.  SAF-Holland's number for this recall is P047.",No,No,95.44
1855,2022-02,22V103000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V103000', 'description': 'Go to Recall'}",McLaren Automotive Incorporated,Driver's Air Bag May Not Deploy,AIR BAGS,NR (Not Reported),Vehicle,426,"McLaren Automotive Incorporated (McLaren) is recalling certain 2019-2021 McLaren GT vehicles.  The driver's air bag and the occupant restraint controller may be improperly connected, which can result in a deactivated driver's air bag that will not deploy in a crash.",A driver's air bag that does not deploy as intended can increase the risk of injury in a crash.,"Dealers will inspect and repair the driver's air bag connection, free of charge.  The manufacturer has not yet provided a schedule for recall notification.  Owners may contact McLaren customer service at 1-646-429-8916.",No,No,91.69
1856,2022-02,22V105000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V105000', 'description': 'Go to Recall'}",Keystone RV Company,Incorrect Tires Installed,TIRES,22-421,Vehicle,118,"Keystone RV Company (Keystone) is recalling certain 2022 Cougar fifth wheel travel trailers.  These vehicles were manufactured with Load Range ""D"" (2540 lbs) tires, when they should have been equipped with Load Range ""E"" (2860 lbs) tires.","Incorrect load range tires can allow the vehicle to become overloaded, increasing the risk of a crash.","Dealers will inspect and replace the tires, as necessary, free of charge.  Owner letters were mailed March 16, 2022.  Owners may contact Keystone customer service at 1-866-425-4369.  Keystone's number for this recall is 22-421.",No,No,88.18
1857,2022-02,22V102000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V102000', 'description': 'Go to Recall'}","Volkswagen Group of America, Inc.",Incorrect Load Carrying Capacity Label/FMVSS 110,EQUIPMENT,44S3,Vehicle,49,"Volkswagen Group of America, Inc. (Audi) is recalling certain 2022 RS5 coupe and RS5 Sportback vehicles.  The value for the maximum combined weight of occupants and cargo on the B-pillar Tire and Loading information label is incorrect.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 110, ""Tire and Loading Information.""","While referencing the B-pillar label, the operator may overload the vehicle, increasing the risk of a crash.","Dealers will install a corrected label on the B-pillar, free of charge.  Owner notification letters were mailed March 31, 2022.  Owners may contact Audi customer service at 1-800-253-2834.  Audi's number for this recall is 44S3.",No,No,83.67
1858,2022-02,22E013000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22E013000', 'description': 'Go to Recall'}","Comoto Holdings, Inc.",Helmets May Not Protect From Impact/FMVSS 218,EQUIPMENT,NR,Equipment,33869,"Comoto Holding, Inc. (Comoto) is recalling certain Bilt motorcycle helmets, models Amped Evo Adult, part number BLH126, in sizes MD, XL, 2XL, Amped Evo Rapid Adult, part number BLH142, in sizes MD, LG, 2XL, 3XL, and Amped Evo Youth, part number BLH127, in sizes SY, LY, and XLY.  The helmet may not adequately protect the wearer in the event of a head impact during a crash.  As such, these helmets fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 218, ""Motorcycle Helmets.""",A helmet that does not provide adequate impact protection increases the risk of injury during a crash.,"Comoto will replace the helmet with a compliant BILT model helmet, free of charge, or provide credit to replace the helmet.  Owner notification letters were mailed April 18, 2022.  Owners may contact Comoto customer service at 1-800-292-5343.",No,No,9.59
1859,2022-02,22V104000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V104000', 'description': 'Go to Recall'}","Tesla, Inc.",Side Curtain Air Bay May Improperly Deploy,AIR BAGS,SB-22-20-001,Vehicle,9,"Tesla, Inc. (Tesla) is recalling certain 2021-2022 Model S vehicles.  The right or left side curtain air bag inflators may have been assembled incorrectly.","An incorrectly assembled inflator can cause a delayed or improper deployment of the side curtain air bag, increasing the risk of injury during a crash.","Tesla Service Centers will replace the side curtain air bags, free of charge.  Owner notification letters were mailed April 28, 2022.  Owners may contact Tesla customer service at 1-877-798-3752.  Tesla's number for this recall is SB-22-20-001.",No,No,100
1860,2022-02,22E012000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22E012000', 'description': 'Go to Recall'}","Comoto Holdings, Inc.",Helmets May Not Protect From Impact/FMVSS 218,EQUIPMENT,NR,Equipment,1704,"Comoto Holding, Inc. (Comoto) is recalling certain Street & Steel motorcycle helmets, model S&S Raider, part number SSHR, in sizes XS, MD, LG, and 2XL.  The helmet may not adequately protect the wearer in the event of a head impact during a crash.  As such, these helmets fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 218, ""Motorcycle Helmets.""",A helmet that does not provide adequate impact protection increases the risk of injury during a crash.,"Comoto will replace the helmet with a compliant Street & Steel model helmet, free of charge, or provide credit to replace the helmet.  Owner notification letters were mailed April 18, 2022.  Owners may contact Comoto customer service at 1-800-292-5343.",No,No,20.77
1861,2022-02,22V099000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V099000', 'description': 'Go to Recall'}","Daimler Vans USA, LLC",Defective Memory Chip May Freeze Rearview Image,BACK OVER PREVENTION,VS2RUEKAM,Vehicle,17093,"Daimler Vans USA, LLC (DVUSA) is recalling certain 2015-2018 Mercedes-Benz Metris vehicles.  A defective memory chip in the rearview camera may cause the display image to freeze.","A frozen rearview image does not show the live view of what is currently behind the vehicle, increasing the risk of a crash.","Dealers will replace the rearview camera, free of charge.  Owner notification letters were mailed February 10, 2023.  Owners may contact DVUSA customer service at 1-877-762-8267.  DVUSA's number for this recall is VS2RU54KAM.",No,No,25.99
1862,2022-02,22V100000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V100000', 'description': 'Go to Recall'}","Porsche Cars North America, Inc.",Child Seat Anchors May Be Obstructed/FMVSS 225,SEAT BELTS,ANA4,Vehicle,5305,"Porsche Cars North America, Inc. (Porsche) is recalling certain 2020-2021 Taycan vehicles equipped with an optional rear center seat.  The center seat belt buckle wiring harness may obstruct access to the right rear seat lower child seat anchors, preventing a child seat from being properly secured.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 225, ""Child Restraint Anchorage Systems.""",An improperly secured child seat increases the risk of injury during a crash.,"Dealers will reroute and secure the center rear seat belt buckle wiring harness and, as necessary, replace a damaged buckle, free of charge.  Owner notification letters were mailed April 7, 2022.  Owners may contact Porsche customer service at 1-800-767-7243.  Porsche's number for this recall is ANA4.",No,No,93.72
1863,2022-02,22V101000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V101000', 'description': 'Go to Recall'}","Daimler Trucks North America, LLC",Software System Error May Cause Loss of Brakes,ELECTRICAL SYSTEM,FL919,Vehicle,9,"Daimler Trucks North America, LLC (DTNA) is recalling certain 2022 Freightliner Cascadia vehicles.  A certain combination of software and anti-lock brake system (ABS) hardware may lead to a system error, possibly causing a loss of vehicle braking and the inability to set the parking brake.",A loss of brakes increases the risk of a crash.,"DTNA service facilities will update the software, free of charge.  Owner notification letters were mailed on March 10, 2022.  Owners may contact DTNA customer service at 1-800-547-0712.  DTNA's number for this recall is FL919.",No,No,100
1864,2022-02,22E011000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22E011000', 'description': 'Go to Recall'}","Key Safety Systems, Inc. - (DBA Joyson)",Incorrect Components in Air Bag Inflator,AIR BAGS,QN24509,Equipment,15,"Key Safety Systems, Inc. - (DBA Joyson) is recalling certain Curtain Air Bag Inflators, part numbers 2557843AA and 2553433AC.  The production process may have been interrupted, causing the inflators to have duplicate or missing components.","Air bags with incorrect inflator components may not properly restrain occupants in a crash, increasing the risk of injury.","Joyson will work with the affected vehicle manufacturers to provide replacement curtain air bag modules as necessary, free of charge.  The manufacturer has not yet provided a schedule for recall notification.  Joyson's number for this recall is QN24509.",No,No,0
